2;265,0679580269046
3;264,13265873745485
17139;217,8328719435311
17144;215,72829826008729
167523;203,43362240893183
167526;203,24785906196152
518739;185,05630365765967
639180;184,72313397775218
683592;176,59760995479652
683600;176,2008190309356
687561;172,33334556824752
692532;167,37025958466393
1545411;159,60335551035806
1545414;159,5506004597924
1545422;159,3514663943696
1545438;158,96718477683933
1545444;158,90162054569703
1545462;158,88660660346306
1552421;156,47975060786982
1552471;156,4782947395179
1552708;156,45272334866684
1552727;156,2008230576344
1600605;156,1856117435129
1600786;156,17905058904526
1601569;156,06174762309877
1601579;155,93858254677406
1601659;155,78854243429078
1601663;155,72601986032595
1879767;155,69721379581742
1880881;155,66274552201227
1883599;155,65666276812533
1883652;155,6362771134161
1883725;155,60555979256333
1883825;155,34333251242725
1884842;155,17169430425074
1884938;155,11124491858922
1885363;155,06631173561155
1904031;155,0026595112105
1904102;154,8953863830123
1904165;154,7747498165068
1908775;154,7683207678586
1908990;154,73344244461873
1909048;154,6433280256125
1935663;154,47792295831337
1935845;154,4735792857972
1935898;154,44268264573674
1936274;154,35568246968194
2014276;154,35431209918335
2017376;154,35193640436978
2017603;154,257313391769
2017664;154,24592891328967
2022208;154,24423499902173
2024156;154,23627713299575
2024214;154,16806471570877
2066925;154,03300838166192
2067162;154,0204741747042
2067191;153,93035975569796
2067237;153,92688288178837
2067257;153,890133870167
2072430;153,79416179702474
2891931;153,79235798105245
2892119;153,7741115996852
2980869;153,75372594497603
3053689;153,7262770955939
3122385;153,721860661631
3123095;153,71969335889474
3123217;153,68792322570621
3161081;153,65496653660065
3204365;153,62493241632552
3495587;153,62493241632558
3531049;153,62493241632558
3546339;153,62493241632558
3566325;153,62493241632558
3576878;153,62493241632558
3595582;153,62493241632558
3620251;153,6249324163256
3677310;153,62493241632558
3692212;153,62493241632558
3714037;153,6249324163256
3718476;153,62493241632558
3719610;153,62493241632555
3886552;153,62493241632558
3899919;153,62493241632558
3940416;153,6249324163256
3940718;153,62493241632558
3965788;153,62493241632558
4014180;153,62493241632558
4106666;153,62493241632558
4203624;153,62493241632558
4248627;153,62493241632558
4288294;153,62493241632558
4439975;153,62493241632558
4464023;153,6249324163256
4474445;153,6249324163256
4490757;153,6249324163256
4550869;153,6249324163256
4553589;153,62493241632558
4569762;153,62493241632558
4793038;153,62493241632558
4907802;153,62493241632558
6757402;153,58902661077929
6898458;153,57703658783316
6898668;153,5306863631073
6898820;153,24035611518485
6898951;153,20275509312657
6898980;153,17450555456008
6899058;153,12744590137845
6905454;153,07465615151554
6905567;153,07405054455546
6905655;153,06570709852357
6905696;153,03365778345514
6906137;152,80597868389094
6906392;152,78237553428465
6919318;152,70699863999752
7013591;152,62527336825457
7055819;152,58554393436106
7055974;152,4587815609769
7057690;152,4419608532947
7057815;152,40663470746688
7123400;152,36166100653094
7123534;152,3367726345562
7123554;152,16592039782793
7123910;152,14508991877125
7172269;152,12829662456102
7172366;152,09041991394255
7172400;152,09041991394253
7220742;152,08007518996806
7220761;152,04613775404323
7220851;151,84768873288616
7223396;151,7952511311696
7223574;151,74257071644416
7226474;151,72697016861792
7226483;151,6720859623899
7226587;151,6696829183463
7238417;151,65810447858883
7238530;151,60178303145761
7448315;151,599379987414
7816464;151,59937998741407
8180147;151,59937998741404
8184100;151,599379987414
8196101;151,59937998741407
8202128;151,59937998741407
28290000;151,59937998741407
